#818494	#48384e	#d73b4c	#df9191	#bb9da0	#cdb9cf	#b8c3d3	#9ba8b5	#86a0ab	#6f82c6
#605c73	#41305f	#4c2d59	#d24d61	#b76a7b	#b47e6b	#be927b	#e5bd95	#d3a6b2	#a8bcd6
