monet2	20	#958677	#7d5a50	#a35929	#5f2651	#c7a2a7	#582c26	#864a51	#dea038	#7c6b7c	#cdbaa4	#bf5925	#824622	#9f8598	#cb9032	#bd8e40	#3f111c	#992d32	#6e5059	#c76e27	#5d1816
monet2	20	#cd6f28	#1d0b10	#894b53	#7e181b	#8e8671	#95662b	#946a7b	#bd8581	#a55e2c	#cb8e33	#9c6c53	#ba8a41	#532c29	#e0a033	#bd8f63	#f0b341	#7e4024	#4a2f3e	#825172	#87767d
monet2	20	#932636	#cc8b31	#731c38	#c39fa3	#4b3442	#c67228	#e09935	#d18531	#38172f	#63244f	#e7b83d	#804b4f	#cfbca8	#7a121c	#867097	#855a4e	#3a101d	#a6879a	#6f3f71	#ba8c81
monet2	20	#62214f	#6c2a49	#c18c5f	#98652e	#843c23	#d57f2d	#c45d24	#de9f32	#a58898	#cd8d32	#a31f26	#c4a2ab	#75151a	#53303c	#815168	#a53d27	#58362a	#6e5456	#260e18	#894b54
monet2	20	#552c2f	#5d191b	#431117	#ce8c36	#6f5259	#75426a	#eab83e	#936478	#9c2e36	#a55929	#814354	#cb9ea9	#e59a38	#a4829c	#7d5d53	#8f8775	#c28f3d	#ca6b28	#776982	#7f4229
monet2	20	#ab1d2b	#962f38	#837574	#83494a	#e8ba3d	#52362b	#cf9034	#713e6d	#b98f42	#6c294f	#dc9e37	#958a73	#9d3d1f	#ccb8ac	#824628	#401614	#976631	#c79fa6	#9b704d	#aa5627
monet2	20	#c55524	#cdb7a2	#9c6130	#753148	#7e556e	#8b7c7d	#cc8d32	#804254	#421615	#53312e	#250b19	#75476c	#665452	#9e6b50	#a15927	#926679	#bb8c81	#c8702a	#be8d3c	#85594b
monet2	20	#3f112e	#4d3240	#a7582b	#986832	#c78d61	#a38396	#8d6679	#51322d	#250d16	#7b687b	#c88938	#5d1e4d	#bc8886	#853f26	#774869	#76203b	#938b6d	#88678d	#7b5072	#5f171b
monet2	20	#eeb73f	#714070	#e39e30	#c29264	#ccbda3	#5b2e27	#d28c33	#4b3345	#6e2034	#9b6634	#a53a26	#5b1e55	#7e594f	#a65822	#803e21	#c79ea3	#d0892d	#7a6782	#cd7024	#41131d
monet2	20	#57181b	#c56c2c	#5c2251	#752d4a	#9c3d20	#946a32	#7e594c	#efba3b	#cf8e34	#3c192a	#7b6382	#b88842	#3b1215	#502e3d	#804a54	#ca9ea8	#bd8e88	#996d4d	#752031	#e49d38
photo_paul_bica	20	#514b59	#4c606b	#ba61aa	#774e4f	#dec135	#3f1022	#2f4372	#572213	#a87061	#f9a43d	#a5889d	#9a561e	#755f22	#f6e9c1	#141618	#e9b6a6	#4f5345	#3e2213	#554823	#9c4aa8
photo_paul_bica	20	#3f1816	#2f3d73	#012092	#478ac8	#2e1613	#a8859d	#e8afa9	#4c6467	#0c1947	#e5c635	#473a36	#111a2d	#536d8d	#da7825	#574b50	#021367	#2f3139	#4c3a1e	#3e131e	#bc60a8
photo_paul_bica	20	#dfc635	#524828	#022791	#4b312d	#e6b6ad	#f4a23a	#3b1c17	#a87362	#303156	#575679	#faedbf	#58220d	#141b28	#ba69a9	#51718b	#72544e	#322d39	#6d2a64	#353f77	#4d606a
photo_paul_bica	20	#6b4222	#35343c	#3b2014	#524d3e	#795e23	#4c5b6d	#2d1814	#c43902	#4888c4	#0b1545	#ba66a7	#a36d5f	#ad8c96	#a25921	#f6af71	#131b2b	#4e4a28	#354671	#4d6b92	#a28d2e
photo_paul_bica	20	#544a48	#fbecc6	#592514	#f7ad69	#423634	#e7b3aa	#a96b61	#161617	#4c82c9	#4d301b	#527394	#c43d01	#f4a23b	#e4c332	#9a5d1e	#db752d	#2c1918	#555879	#011d98	#35343a
photo_paul_bica	20	#4d84c3	#554654	#001665	#505581	#131729	#3b0e1b	#131041	#062592	#6e514b	#703f1f	#4d5c69	#6b2d67	#565048	#985424	#a38a27	#e0c22e	#9e3208	#1c0d13	#bf60a2	#35456e
photo_paul_bica	20	#545d7b	#3d171d	#eab1a6	#2a1d18	#503324	#9a8c30	#6b2c68	#0e1243	#4a85c7	#a96d62	#151411	#3f2018	#2e333b	#9a5a21	#4b7393	#72534e	#73250b	#efae70	#9b47ae	#6b4320
photo_paul_bica	20	#554b57	#1c0e10	#121648	#d97225	#4d351f	#9f3a03	#e3b6af	#00146a	#536b8a	#756122	#582412	#2e354e	#692e63	#4d5147	#a05d1f	#f8a43a	#1a172e	#4e5b6d	#311916	#a247b2
photo_paul_bica	20	#2c1e1a	#a04bb0	#131646	#524d57	#421e16	#a36c61	#6c4426	#575978	#4d4a24	#c84000	#e0c736	#edac70	#4e85cc	#aa849e	#4c5d66	#31323e	#5a2511	#4f6d8d	#2f384e	#bb5fa2
photo_paul_bica	20	#e1c331	#b962a0	#443235	#9d5821	#6e276b	#54311d	#4f4921	#f6e8c8	#efab69	#78290e	#ab8597	#e3b0a8	#73411f	#a96a64	#4689cc	#9e8d27	#3d1318	#00146c	#d3702d	#555147
photo_joaquin_rosado	20	#826a99	#a9aaa2	#717e80	#706972	#b6ad66	#787151	#95a4ab	#b0a993	#66635e	#41433a	#877595	#c5ad48	#303136	#b695a1	#e8efef	#dcc149	#4d6753	#5c6729	#655328	#a6966d
photo_joaquin_rosado	20	#94665e	#9a9daa	#121018	#bc97a3	#5f3d2c	#a9936f	#622a26	#c37b7f	#dfc141	#6e6058	#5e5470	#413f35	#8a8a71	#2d2838	#614248	#212e7d	#cec5b1	#baab68	#aca69f	#4b5053
photo_joaquin_rosado	20	#847496	#938c6f	#1b2e7d	#1b1113	#95784a	#d7c142	#8a8748	#a39b67	#956656	#623f31	#60692d	#674745	#2b283a	#c7ae4e	#3c4634	#6d685a	#54595c	#38231a	#bc93a0	#978784
photo_joaquin_rosado	20	#b59b9b	#3f2219	#e9e8eb	#2c1e36	#cac8b3	#d7bd49	#a4966d	#53575a	#5f4445	#1b2e86	#b2a78f	#1e2b19	#83778d	#595066	#67695b	#486d56	#674530	#9d7446	#979ea9	#606d29
photo_joaquin_rosado	20	#4b6551	#b0a990	#6e665e	#5c712f	#b3a663	#b7989a	#949caf	#c5b04d	#78734d	#946460	#78797d	#695125	#978881	#3e2223	#434536	#a8a4a0	#231f35	#6f6473	#2f3734	#83544b
photo_joaquin_rosado	20	#3d4233	#dcc14a	#633f47	#9ca5ac	#332d31	#ede9ef	#212812	#57672f	#2a263f	#506d4f	#4b5959	#9c774a	#b1a867	#24377c	#30461b	#6a5624	#121112	#c2a74b	#875249	#79764d
photo_joaquin_rosado	20	#181712	#2f3434	#664445	#747981	#97a1a7	#7d554d	#5d2b26	#b4ad6c	#c5b147	#bb9c9a	#233581	#391e19	#b2a691	#8f8949	#58682d	#404132	#936c57	#8f8a75	#92847d	#a9956b
photo_joaquin_rosado	20	#95a4a7	#b98182	#5e6930	#80514b	#847396	#7a7a81	#191a16	#4f6757	#948972	#443f33	#c8c8ad	#635628	#4c5756	#31451d	#7e7851	#87689a	#6d6474	#2d2739	#98827e	#674243
photo_joaquin_rosado	20	#506750	#9f7149	#b2a663	#602723	#645727	#78774e	#8d8570	#eaecea	#564c6c	#898341	#93847e	#23377d	#313630	#757d84	#afa8a5	#382020	#d6c445	#706d6e	#70655d	#3a4338
photo_joaquin_rosado	20	#94a1ac	#835252	#c6ac4f	#25203b	#36362f	#63542a	#b9aa68	#a99368	#222516	#74827c	#957846	#343e18	#887f48	#3d4438	#928871	#ddc240	#223783	#5f4c67	#6e6b70	#6f6055
