#595959
#8b3e24
#7e5f43
#d68b47
#403f3e
#debe8c
#b4a181
#c7b188
#9e9683
#af8a31
#a89c7e
#a39e91
#bfb02b
#a2a674
#95cc85
#7cc37f
#42a668
#5fc8a7
#2e4d4f
#639ea6
