#566549
#4c728f
#3a565e
#1f1f1f
#383030
#382828
#695656
#69483d
#a8341d
#c73831
#cc5959
#c6a788
#d5b6a2
#dabeb2
#dbdbdb
#93d9cf
#73bca5
#9bc1a8
#6cc97d
#88c95c
