#303233
#4b3f2f
#ab1d3c
#695642
#a9353a
#736050
#6f6251
#616769
#c42749
#9f5433
#ad4d32
#b84463
#837260
#94722b
#bf5e29
#568181
#5c9391
#8a9124
#868e91
#d9d593
