#234524
#1a6c35
#277c3c
#338f6c
#47a682
#299660
#469a4c
#5dbf63
#aecca6
#dbcb77
#b4875f
#ba5969
#9e5fb3
#703a5a
#2b242b
#332e3a
#323b4c
#4d5170
#406391
#4790a6
