#392423
#692870
#773a4a
#5f4f4f
#a13a60
#a44950
#698589
#7e8a28
#468da0
#6b979b
#9c923e
#cf7e72
#9f9d39
#bb9e97
#71b1b3
#42bcad
#dca2a0
#c7ae98
#c6bf9b
#cdcac0
