#919191
#944642
#e36a63
#816361
#c29996
#d98778
#afcaa1
#d9e3d6
#3fb54f
#49b881
#315557
#4ca6d7
#3a495f
#3a4161
#36406e
#3b344a
#3c2d44
#624d69
#baadb4
#6b3f54
