#332726
#2f3140
#3f3d53
#5e483b
#265461
#5e716d
#b35565
#619080
#c97836
#7b9693
#2da0cc
#939ba1
#bda090
#88b3ad
#afcca7
#a1d1cb
#abd1da
#c1d82f
#d6e0b6
#cce0de
