#574440
#655f51
#6b6f5e
#70762d
#a7a97a
#c8cc95
#dfdeae
#cfd68b
#d0cc75
#bad666
#9dccae
#a8c3ca
#69828c
#374e5c
#6d27a3
#723e78
#6f627a
#ae3676
#d9503b
#de2e1b
