#715967
#a4285e
#9c1c53
#694a2a
#3a423d
#292726
#242645
#4e3475
#3b2c7f
#5941bf
#475a6a
#348264
#6b8872
#608c87
#78ab93
#6ec7ab
#90b892
#c4de7e
#c4c694
#ccc4a7
