#292726
#242645
#3b2c7f
#3a423d
#4e3475
#694a2a
#9c1c53
#5941bf
#475a6a
#a4285e
#715967
#348264
#6b8872
#608c87
#78ab93
#90b892
#6ec7ab
#c4c694
#ccc4a7
#c4de7e
