#424242
#777777
#919191
#a62929
#512d2b
#d8a49f
#64603a
#d7d595
#aaae8e
#354133
#6ba88c
#4a8490
#354f60
#294175
#252961
#1f1f47
#321e3b
#4c3648
#d92b45
#d4aaae
