#513657
#364861
#2e4d4f
#418670
#43a993
#34b382
#7faf82
#73ce99
#d0e3cf
#98c070
#b9c478
#bfb02b
#ba9545
#747541
#7d7060
#aa6e51
#e08286
#d96788
#a44848
#754131
