#909090
#a85351
#322320
#7d6f5e
#807e68
#d9dbb1
#b9bfa0
#c7d5c5
#93b78e
#9ca69c
#3c7843
#62986f
#74af85
#87b79a
#96d4af
#3f6b6e
#51979c
#2b3a40
#babcc2
#5c2f72
