#804242
#bf756b
#55342b
#a87660
#613f2f
#26211d
#d8b790
#bd903d
#bdc498
#93a168
#648551
#c9d8c4
#8de0ce
#4db8a1
#59bfb3
#b373b3
#592551
#c74a86
#b33e50
#d86f71
