#675948
#4a473e
#3e4d48
#386c30
#817c2b
#60a852
#96a363
#d9d998
#d9b778
#e5c6b2
#c59b9c
#908f9f
#638cc0
#2684bc
#2854e2
#4e5d7a
#323f50
#4c4c4e
#713942
#d03c56
