#464451
#282834
#242c39
#262e30
#50524b
#747758
#8f9e7e
#b8a986
#a69477
#bd8468
#a1812d
#daa524
#dbbd42
#d9c264
#b4bdab
#b8bdc3
#d2d5de
#db9be5
#7c8f91
#7d8695
