#242440
#252b1c
#332a1d
#3b2a24
#2b3d3c
#694b2f
#8a4f80
#6b646b
#6859c9
#b35050
#547869
#b35e50
#b36750
#b57551
#b58551
#b991b3
#40b3ad
#b9bb91
#72ccaa
#9edbaf
