#252821
#402820
#483b2a
#2f4368
#2f3fc3
#794b4d
#6b693c
#916437
#826871
#ad5456
#8a837d
#a09ac8
#cd9fd1
#b0b1a1
#c3ba2f
#d6b49b
#dab78d
#d6bbb4
#c9c9c7
#d4d39b
