#312445
#581e6a
#9d4073
#8c1d2e
#ba283d
#c03d4d
#ca463b
#9c745a
#c7a893
#d5b397
#c2a57c
#bcb84a
#2ed9a0
#73d0d1
#d7d8d3
#cdc3c1
#cf82a5
#6a93d9
#428f9f
#276965
