#444685
#2a2a5c
#452844
#42383f
#565366
#69636e
#928599
#af8ac2
#779e99
#86b4a9
#72d3bf
#dbd3c0
#d7c08e
#c6ab74
#b4a387
#968c37
#c28b48
#8f5f55
#c12528
#bf3571
