#322320
#5c2f72
#2b3a40
#3f6b6e
#51979c
#9ca69c
#909090
#babcc2
#c7d5c5
#d9dbb1
#b9bfa0
#93b78e
#96d4af
#87b79a
#74af85
#62986f
#3c7843
#807e68
#7d6f5e
#a85351
