#373737
#333b3c
#44504a
#5e7678
#66887d
#6dbf9e
#97d998
#96c368
#b09535
#b5b196
#d6d4ab
#d7c6aa
#b3c3c7
#2d99e0
#2b71b3
#294273
#1d1f29
#612441
#663030
#ce2533
