#312445
#581e6a
#8c1d2e
#276965
#9d4073
#ba283d
#c03d4d
#ca463b
#9c745a
#428f9f
#6a93d9
#cf82a5
#c2a57c
#c7a893
#bcb84a
#d5b397
#2ed9a0
#73d0d1
#cdc3c1
#d7d8d3
