#614944
#dbbaab
#aea190
#b4a181
#c7b188
#ba9545
#af8a31
#dec885
#8b7d50
#a09655
#b1af7c
#b5b25b
#d9d9cd
#747541
#c9de85
#cdd4b8
#b8d4be
#d998d9
#7a2f7a
#c452c2
