#312725
#2f2a26
#522d2d
#373c26
#594a45
#52654f
#a84c4c
#ad4d32
#a26f66
#4b84a1
#a3796a
#dc7434
#b5a788
#8fb3ab
#d8a467
#2dc2b3
#b1baab
#8ac6d0
#7fd4ca
#dfd8c0
