#784029
#694b2f
#afbe57
#a4d75b
#577b33
#90ce78
#5ad58a
#393b3a
#2fdea3
#344846
#6b979b
#2d565a
#3c8089
#468da0
#714882
#b991b3
#8a4f80
#982e51
#e28ea1
#d8506a
