#513657
#364861
#2e4d4f
#754131
#a44848
#7d7060
#747541
#418670
#aa6e51
#d96788
#43a993
#ba9545
#e08286
#34b382
#7faf82
#bfb02b
#98c070
#73ce99
#b9c478
#d0e3cf
