#218988
#404d49
#3b3b3b
#423636
#3b333a
#3b3e4a
#282d31
#32393b
#7c356f
#b5245f
#cc745c
#997748
#a69989
#baac87
#e3b798
#d7cec7
#afb3b6
#91bad6
#8ca1b6
#797bac
