#246153
#233b5d
#54324c
#743e56
#816282
#774f8d
#b34ac0
#6d7e85
#7c778c
#8ea7d2
#94b5d6
#dfdcdd
#ccb6c2
#b87692
#b04c34
#784e2a
#806751
#ba7f31
#abac2a
#29b789
