#282834
#242c39
#262e30
#464451
#50524b
#747758
#a1812d
#7d8695
#7c8f91
#bd8468
#a69477
#8f9e7e
#b8a986
#daa524
#db9be5
#b4bdab
#b8bdc3
#dbbd42
#d9c264
#d2d5de
