#333333
#a17971
#9e6d4f
#d6caba
#acb56d
#b7c49e
#6b8539
#8aa852
#82b582
#96cdd6
#309dc8
#68b6da
#2e6e92
#2774aa
#9abcdb
#304f6c
#2e3643
#6d7cd1
#a2395a
#9b253b
