#808080
#261f1c
#593d24
#b0a596
#dbc23a
#c3c2b4
#98d998
#5ed1af
#509993
#b0cdd1
#9da0c5
#8f8ea3
#7336d6
#a66387
#402d37
#dbb0c3
#b22d4f
#d98298
#ddcace
#b22e40
