#242440
#2b3d3c
#252b1c
#332a1d
#3b2a24
#694b2f
#6b646b
#547869
#40b3ad
#72ccaa
#9edbaf
#b9bb91
#b58551
#b57551
#b36750
#b35e50
#b35050
#b991b3
#8a4f80
#6859c9
