#315557
#3a495f
#36406e
#3a4161
#3b344a
#3c2d44
#624d69
#6b3f54
#816361
#944642
#e36a63
#d98778
#c29996
#baadb4
#d9e3d6
#afcaa1
#49b881
#3fb54f
#919191
#4ca6d7
