#292726
#694a2a
#ccc4a7
#c4c694
#c4de7e
#90b892
#6b8872
#3a423d
#78ab93
#348264
#6ec7ab
#608c87
#475a6a
#242645
#3b2c7f
#5941bf
#4e3475
#715967
#a4285e
#9c1c53
