#402727
#5f5941
#6c7230
#936e2a
#827b5d
#449420
#b07a4d
#848a55
#998b6c
#5da43d
#db8129
#a89776
#5bb88b
#b2ad8d
#c8a69c
#ccbc9b
#d9baba
#dbc54d
#cbcac8
#aae3ab
