#452222
#cd5032
#d5b832
#cac190
#daca48
#d3d0b4
#a49e60
#818a48
#65711d
#b5c2a1
#647a6d
#4fb087
#2d8c7b
#4e6680
#7f6280
#492b4a
#82657a
#66254c
#382529
#4c3c3e
