macke1	25	#e7ecce	#a19f61	#ebd041	#875938	#72656f	#715436	#8ca66a	#946835	#604540	#a44e38	#c7964d	#aacc73	#decb94	#675f35	#b1a15c	#6e6b66	#6b7694	#b9c139	#837059	#99bdc4	#cab23e	#a9a98c	#edca69	#748343	#8ba340
macke1	25	#f7ea3b	#697295	#d34f38	#6c6034	#ededb5	#84a76d	#8e7233	#c79554	#5e403b	#e8c571	#6a4d2e	#8ea14a	#efeb76	#d9c896	#90877f	#f2c134	#abc57b	#886659	#814b44	#51484c	#c8a845	#9e4d35	#9cb3cc	#b79d9e	#a1895c
macke1	25	#755665	#e2e1ca	#413e6a	#f2d746	#e38334	#898981	#85a76f	#aca78b	#6b6e66	#ecf2ad	#b9bb38	#b79d58	#f7bb33	#59513e	#c8b03c	#707b5e	#abc977	#b8a399	#6a5f2c	#f7a532	#748441	#dcc89e	#e8c26b	#d0914b	#94682f
macke1	25	#dde9d0	#7d5668	#92a142	#e88a32	#ebd241	#728a44	#864e3c	#89a86c	#fabc33	#d09855	#acc57a	#c8a83d	#6a6433	#91712b	#b2bc3d	#6f6b63	#697595	#92887f	#9e4b39	#d34b34	#453d63	#edc56e	#aba98b	#50434d	#f39f37
macke1	25	#e7e9cd	#796373	#6f5b4c	#a6a659	#edd043	#748444	#e6e672	#79795a	#dbc79b	#49484d	#acc673	#f5f03b	#96757f	#e88636	#6c6a65	#565740	#ecefad	#e1e7ce	#5f4a3d	#8d8d84	#9d4a3b	#84a171	#baa396	#8e6336	#f7a934
monet1	25	#67825f	#aaaabe	#7e7f8d	#5a4a69	#6b5550	#838598	#70948e	#6a8a64	#483a68	#5f5b5b	#7d8995	#6e6f4b	#5e654d	#637866	#56577c	#9890a2	#a2a9b0	#aeb4bf	#6d453a	#513338	#808154	#a8a8a0	#5b7385	#918985	#78715f
monet1	25	#99a8bc	#5d884a	#575a83	#714539	#5c756a	#b4b0c0	#49354d	#645942	#766c47	#4e5a62	#4e4959	#7b8d94	#684d53	#5e4d42	#747b80	#908c84	#7f896f	#968ea4	#a4a3a2	#453a68	#607588	#593d3f	#7a574b	#53455f	#668a68
monet1	25	#5f7a53	#593638	#818299	#9ca2ad	#484064	#758e86	#7b6f62	#5e7e6a	#4e4d56	#678a50	#4a3146	#5d7085	#6a9168	#817e54	#787d7c	#525384	#5a6e70	#624d57	#6e403f	#96a8b9	#b6b3be	#675b54	#719b7d	#767048	#bac1c3
monet1	25	#9fa5b6	#50557a	#5e7654	#75947f	#713b3c	#7c5c47	#655d58	#6b6078	#abad9a	#876e73	#69886a	#7f856c	#9797a3	#64776f	#706a48	#60826a	#7f8356	#634c55	#61473e	#9faaaa	#8c9088	#73968e	#4e4658	#b6babd	#56605f
monet1	25	#6e6558	#697e5f	#5c5066	#817e89	#b2adb8	#60834a	#818455	#7c919e	#b6b9c3	#92919d	#9ca0ba	#7c777d	#71694f	#6a4a57	#543c41	#6a6177	#765d4b	#757562	#5d7f69	#5a716d	#71948c	#555180	#b5afbe	#89726e	#4d4456
photo_joaquin_rosado	25	#959158	#a99999	#303025	#786166	#fffdfe	#653d35	#8b8c75	#95744d	#5c2b24	#959eab	#6e6355	#414333	#747553	#65572a	#25213e	#121611	#afa39e	#958582	#516a57	#5b516c	#bc92a3	#82514f	#dfc448	#847a96	#362e31
photo_joaquin_rosado	25	#806f95	#5c2b2b	#d7be42	#cdc8ae	#384219	#b594a1	#151616	#bf807f	#b8a86c	#516f52	#9b6873	#a7a6a8	#a39b66	#4e5956	#746b6b	#2b2735	#3c3e39	#1d307d	#757c7f	#6d6355	#9aa2aa	#5c6d2d	#664644	#ebebe8	#c6ae4f
photo_joaquin_rosado	25	#817099	#be7f83	#c9ac4c	#505757	#cdc5b2	#695926	#684541	#d7c349	#938477	#898747	#496550	#1e3381	#7e5253	#5e2e24	#9c7949	#966b60	#5c712c	#555570	#313335	#7a7a7c	#6d6357	#a6ada6	#434735	#9ca3a7	#baa969
photo_joaquin_rosado	25	#b98084	#b3ab63	#86709b	#70625b	#caccb3	#5b282a	#7a8180	#776472	#c0b049	#38221a	#613f31	#8a778d	#a6966a	#5f4d6a	#344418	#786f4e	#5e4646	#e8ede8	#b99399	#2a1e35	#957a49	#624f25	#825551	#1a2f84	#936875
photo_joaquin_rosado	25	#fbfafa	#906865	#686161	#aa9a8a	#2a281c	#c6c3b0	#b1ad92	#32441e	#9b7345	#d6be48	#5a5367	#7a794e	#616728	#223484	#476a4d	#241f38	#171a12	#612525	#b99aa2	#9a726f	#c37a82	#664242	#94675c	#4e5154	#b2a462
photo_krikit	25	#b8cbdb	#6c7057	#47261d	#979528	#5b72b8	#b8b352	#818db0	#67681f	#6a4b18	#1a1613	#bab989	#0f2ab3	#a3a61d	#546882	#77878c	#7f8120	#222b5d	#557db0	#897550	#222f86	#a5b4b4	#b0ccef	#848f77	#375bcb	#3f58aa
photo_krikit	25	#bfc51c	#d72119	#3a5dc7	#bad0ef	#585d2f	#868ab3	#5f6d5f	#b9be8c	#6b471f	#858a6e	#2b295a	#454a56	#b6b758	#405ca4	#658ee0	#a19e1f	#3e4433	#8e8e4b	#122bb1	#846f4a	#49291d	#8f110d	#a3b4b3	#1f120e	#2c368b
photo_krikit	25	#0e32b2	#9ba11c	#4a3218	#95100d	#ddeef4	#46412b	#3a1319	#8387b4	#b3c7ed	#7a7f22	#9a7f21	#7e9fbf	#8caeea	#5f7ab2	#7a8791	#8c944b	#abb4b0	#415780	#cc7b38	#5b6585	#bbc11f	#3359ce	#828d77	#b8bd86	#4a71dd
photo_krikit	25	#921116	#dfe7f5	#365dd0	#c1c71f	#4e301a	#8586b2	#99881c	#381317	#888f55	#b9b889	#1129b4	#acb5b4	#556981	#626a60	#5677b0	#828123	#282b5d	#473e2f	#231416	#da1f14	#222536	#7e8e6d	#b4cae9	#242c8e	#618cdd
photo_krikit	25	#3f2c2a	#5974c3	#777239	#a1a223	#b3c2d9	#3154c7	#6292e0	#425a85	#a2a421	#8f110f	#182eb2	#4c495a	#640913	#99861d	#798727	#e3ecf0	#84b1e8	#4c79d9	#6a481c	#443d30	#1a1217	#8687b2	#c27337	#6d621c	#bebf1b
photo_powi	25	#3d4417	#5f96e2	#a4a61d	#91590b	#e1eae5	#ebc717	#98b3e0	#16100e	#b87a06	#9a7963	#554205	#437cbe	#989d21	#39450d	#82a51c	#686d0b	#4777d2	#82907d	#e29c10	#5d98ec	#5e5e34	#28320b	#879448	#b4cae8	#74b0ec
photo_powi	25	#dce0e9	#3d76d3	#e8be17	#8d5305	#506511	#9cb3e6	#a1c71a	#503f0d	#bc7409	#85974b	#bec3ba	#3d2006	#72b1e3	#3d3e36	#a2981b	#ae860b	#cfd293	#4679c4	#d99b10	#6b3803	#352f3d	#606734	#9b7964	#659fe5	#b4bf52
photo_powi	25	#4578c2	#eceee8	#84a01b	#e09a11	#252e0b	#ab880d	#5f4393	#97b4e3	#6c6a0b	#855a0d	#516a13	#879477	#d0d197	#6c8a12	#586339	#6394d3	#8d4e07	#374a08	#f6ee1d	#b3c9e5	#999b1f	#889641	#55430c	#688b9d	#13100a
photo_powi	25	#e19d0d	#f0f4eb	#4180c0	#82a319	#875a0a	#b6c8e4	#6b3803	#9cb7e8	#613d92	#d7ce95	#54420c	#5a5d39	#3c460a	#a5c417	#7f9576	#6d650e	#3f76d1	#b3870e	#9a7765	#401a04	#d3dce5	#8b9344	#222c10	#312b45	#fbec22
photo_powi	25	#9aa61a	#5e9fdb	#8b5c0e	#333f10	#e7eae7	#b6c3e8	#383e33	#6695d4	#a29d1a	#3a2545	#4179c5	#c3c1bc	#766785	#805b0e	#696410	#6f8614	#f1eaec	#6f8ba4	#b47509	#ab880f	#977863	#9db6e2	#954e06	#1d1509	#fde71d
photo_radiofreebarton	25	#a9956b	#2b2824	#fe86c7	#984241	#d2d9e0	#e09b78	#83787e	#6c3525	#813522	#58171a	#f3baa4	#5f2432	#171718	#b1b7c2	#77ac78	#565136	#83202f	#f889d0	#b68271	#f67e99	#1f371d	#e8e8f1	#989a5c	#923d59	#ff5599
photo_radiofreebarton	25	#77ab79	#d43a48	#c56f54	#383634	#ff8ed3	#877a7e	#939f94	#ecbea0	#85362a	#929958	#892836	#2a2637	#a1302a	#e79e7b	#fb5b9d	#6b2f5f	#1e1d16	#92593d	#b2a87c	#652b37	#b7847a	#695855	#a96369	#1b341c	#561d19
photo_radiofreebarton	25	#bc7154	#86252f	#fd8ad3	#1d1318	#93995a	#fc7e9a	#351915	#837854	#ecb0b5	#e14067	#99523d	#af3d49	#867d7a	#e7ebf1	#5e5633	#5f6566	#504466	#79a679	#b4a175	#49764d	#1f321f	#622337	#b8bbc3	#393c35	#953f55
photo_radiofreebarton	25	#fc75bc	#9a2d29	#507545	#1a1a19	#e8957d	#68223b	#964057	#8f9b57	#b2414d	#f5bf9e	#6d3c2c	#afb8c8	#6a5552	#8c7878	#bc735b	#b2a17a	#1f2f21	#9c9e8e	#fd8ad3	#564e3a	#882530	#98593e	#55171e	#f1a8b3	#e5ebf0
photo_radiofreebarton	25	#b17561	#9a906f	#9f403c	#dce1e6	#241e22	#a0282a	#a96065	#b2bdc6	#b73a4e	#f5adb8	#5e1a18	#403734	#edb9a4	#f4879b	#703563	#923f59	#dd3a64	#1d1313	#642533	#252136	#d24145	#c07659	#5b553b	#477445	#504769
photo_ssdginteriors	25	#20180a	#86633f	#412f17	#71270d	#ceb980	#df9e6a	#8c8644	#512b14	#411f0d	#7c200e	#b88053	#f3e9be	#795334	#b9a574	#20130b	#9a6d43	#262c17	#685b3a	#2d160f	#655b16	#382812	#d1bca3	#b6875a	#fcf3dc	#41392c
photo_ssdginteriors	25	#a42305	#d0c19f	#d2cf67	#262a19	#826839	#927f3e	#61451b	#bc7e4e	#441f07	#b68b56	#806c53	#e39d6a	#4b3b25	#7c5430	#6f3715	#57452a	#f2e9c0	#341d09	#6f260e	#3c2b0d	#84240a	#64571b	#4f1f09	#cfa465	#bcb468
photo_ssdginteriors	25	#9d250a	#2e1b0c	#562e16	#8c892d	#c7bd9e	#6f3b1b	#ede9a4	#8e853e	#977442	#a55e31	#e5b97f	#9f9174	#6b583f	#1e180d	#5f3e2c	#997c55	#3a2c10	#4f4114	#f8ebbd	#521f0a	#c2a675	#7e5b30	#f5f1e1	#7a5636	#b58956
photo_ssdginteriors	25	#9e2c09	#1e160d	#ccbe9b	#55330f	#888c28	#ba8353	#e1d098	#958256	#bbaa72	#fdf7d8	#6c2309	#8f7f3b	#9f6030	#f3f1a3	#594023	#f7e8bc	#412817	#60451d	#625d3e	#9a723d	#27241b	#6b3719	#7e220c	#bcad64	#b69158
photo_ssdginteriors	25	#8c6837	#d2b47e	#573b16	#1a1607	#321e0d	#a26227	#ccb8a1	#5b4629	#faf1d8	#6e280a	#9f2305	#d2d36d	#baa079	#f7eda8	#b9ac66	#7e240b	#885d2b	#c08750	#65581b	#7e6337	#4c4110	#7b5837	#f9e9c5	#826c58	#908428
seurat1	25	#4d4a21	#ccc262	#878234	#725855	#cccb91	#a3a55f	#6e641a	#8b7a40	#7a824a	#64351b	#e6eba9	#bd8d52	#855d1e	#92812c	#b5ba9d	#2e301e	#474039	#5b6839	#784b40	#745c69	#937e63	#c5a97f	#ece17d	#88693d	#65513a
seurat1	25	#964b36	#d8dcb8	#edd85c	#77625f	#59621f	#5f6841	#576554	#1d1c18	#9a8931	#bd945b	#919971	#e8e2a9	#483e43	#b5bb87	#8f6143	#774748	#be8e38	#31311e	#c8ae79	#57421a	#7b8a44	#e4e57e	#422e19	#8a8243	#6e5f1d
seurat1	25	#ccad3c	#899b72	#493947	#994d32	#54641a	#55461c	#576252	#e7e37f	#8d8342	#8c7d60	#b8c390	#48463c	#6c5e1c	#b1b7a1	#99872f	#798645	#814546	#b0bb50	#5d6a3c	#6a3617	#bd9652	#d7dcb6	#472a1f	#3e471a	#c6ac7b
seurat1	25	#efdd56	#afb5a3	#59621b	#8c6343	#726266	#927b43	#bc8532	#323914	#3c4a14	#98832b	#bc9158	#ac826b	#878788	#928564	#483c45	#98492e	#44423f	#6b5d20	#879c74	#d8d7bc	#574813	#eee4a3	#b8be4f	#b7c38b	#452b1e
seurat1	25	#68564a	#cbcf96	#625830	#9c8a44	#cfc76c	#888480	#d8dbb7	#504518	#97882c	#6e601c	#be9258	#b7b2a5	#646a3b	#b8b552	#aa8170	#8b946a	#becf7f	#ebe184	#413e3a	#7f483f	#cdaf80	#927e63	#45291a	#3c5016	#b7bb89
