chikanobu2	25	#191c16	#d03719	#cba874	#675e82	#e9e0ca	#9b7252	#45487c	#c59575	#85371e	#c76060	#efbc96	#1c284a	#604d3e	#cfc885	#ca9639	#e6891b	#ab86ae	#6e9092	#391f20	#776793	#dfd3b1	#67763f	#b5af94	#09265f	#357aac
chikanobu2	25	#120f12	#81679a	#376924	#cb1911	#e7d7b3	#443f83	#8a7d72	#ebc09b	#83301e	#bea99b	#aa7eb2	#332d29	#94754e	#3482ac	#5f503f	#e88047	#af6d39	#1f2a48	#392422	#b41b13	#c9a5ac	#cc6762	#b1422d	#e6dbcc	#efebec
chikanobu2	25	#ce1c0f	#e7ae7b	#e6e1cc	#13110f	#b088af	#df7d50	#47457d	#696e3c	#ee881c	#e45421	#f0bc19	#899848	#718a92	#d29a31	#a97036	#aba167	#e2d4b9	#455a5a	#1c2a4c	#bb412e	#c7ca88	#0c2265	#635038	#b8b196	#efbf98
chikanobu2	25	#10120f	#d31b0b	#eee5e8	#e8af79	#7e619c	#111f66	#b31d11	#40467f	#e35723	#ab723d	#efc09c	#1a2445	#e4d4b4	#cdc689	#897e69	#6f9194	#ea8824	#ab80ac	#e38450	#c96a62	#bbad9e	#686e37	#c8aab2	#406928	#4b525c
chikanobu2	25	#e2b989	#121315	#896c7f	#e9dec8	#cb2818	#1f2a46	#322d2b	#956f7f	#e15b26	#ea831c	#b3a067	#859e52	#a4c7ce	#7e351e	#e0814e	#cc6459	#49487f	#b23f2f	#c89072	#694e3c	#e4b174	#c7cc86	#bda898	#2e7fab	#0d245e
homer1	25	#9e6343	#9a9280	#2d1d1d	#c4713f	#d79b66	#c36543	#728ca6	#623728	#a1533a	#8f3029	#c47e5f	#82908e	#a66741	#e29d5b	#e1c09b	#89593b	#c2a8ae	#ecca85	#4a312f	#150f10	#9d744b	#b27d51	#d68149	#8b8170	#ac987b
homer1	25	#6e93a8	#96322f	#aa9474	#2b0f12	#de8146	#9c7f69	#c78063	#a5583e	#bca6af	#c3986a	#74272a	#ba6442	#866e4f	#a66a45	#8c6153	#bf794d	#808c8d	#483331	#ab4223	#481718	#a47253	#12080b	#803e31	#d89164	#a0a08a
homer1	25	#e6b457	#c25e34	#7a2520	#7193aa	#a46b48	#885d54	#37151a	#b77c4f	#89583e	#e1a174	#a48761	#f6d08a	#e8c297	#c7734f	#69513c	#9c7653	#a3988b	#888a93	#7e4332	#e6a560	#d16f3e	#8a866e	#dc834d	#c58661	#683c2f
homer1	25	#6d93a5	#38161f	#eecd86	#c06333	#aa5837	#8a8076	#b1412b	#c87a47	#c77f61	#8a908c	#9f6e52	#eba458	#9e826d	#905538	#c0a5a8	#906051	#953628	#792c23	#231014	#d78746	#b97d50	#4d171d	#d1743b	#120e11	#8a6e4f
homer1	25	#c96c47	#9d9082	#d29563	#251a13	#9c6a4d	#898476	#897152	#a09a8e	#a66640	#491b22	#868f93	#c79d65	#601d1f	#ca613a	#8b5b3c	#6d523e	#ab855e	#eeb75f	#a95635	#895c4f	#93322e	#7595a5	#854834	#69392f	#d2783c
