macke1	15	#89605d	#ecdac0	#3b415f	#f3db44	#e7882c	#80ab7b	#95743a	#ce8d46	#6a3c2c	#e8d566	#676da1	#fff93f	#da4d32	#794938	#8aac43
macke1	15	#ebefc1	#845c5c	#80a439	#ec912a	#fbe045	#f7f476	#4e4c44	#e7cd9e	#8c9784	#f4b33b	#b1ca79	#935d5b	#784237	#3f4344	#7f9c73
macke1	15	#dedec3	#726971	#645d53	#a8b05a	#f7d93c	#93b16c	#8c4934	#c6ae40	#ae3a42	#8ab053	#8eb1d1	#c9959a	#999159	#354b72	#7b8351
monet1	15	#61725e	#afb9ac	#87829a	#4c5366	#706743	#7a84a2	#7c868c	#597e61	#452c70	#68525c	#8092a6	#7e6c4f	#4f7152	#6d6a78	#465e74
monet1	15	#a49fbd	#6d8e43	#505489	#704949	#586576	#8f9bb0	#639068	#a5a9af	#b6bcc8	#512f48	#768e4f	#aaaead	#526c85	#639989	#838688
monet1	15	#66774a	#632d41	#8d85a9	#a6b0b8	#433465	#a9a9bf	#574046	#625450	#647368	#746245	#496a6e	#57585c	#7c9da4	#6b4756	#524d4a
monet1	15	#96a6b4	#57608a	#576b40	#6b8b8c	#6c3b44	#7d5f4f	#919479	#878068	#8d8ea2	#593d53	#a6b6a2	#5f8d52	#453272	#576780	#4d2f49
monet1	15	#706858	#74856e	#5e4a5b	#887684	#b6b4b3	#629095	#736b6c	#92b2ac	#547758	#413c5a	#58914f	#3d3f58	#5c6892	#568d65	#89804c
photo_joaquin_rosado	15	#8c8a46	#ae9295	#273114	#805e65	#fff0f0	#6a3d36	#918b82	#9f7449	#623524	#99acba	#5e665b	#40422a	#796e43	#6f5723	#212b49
photo_joaquin_rosado	15	#936991	#511d35	#e7ce3f	#bcd4b3	#3d420f	#0c0b12	#a2b1b2	#948e8e	#4b705e	#4f5b71	#191d39	#b79f9f	#905250	#8d879f	#302626
photo_joaquin_rosado	15	#7b609d	#c0847c	#bab04b	#45564f	#c8bfb0	#b58d9e	#1d1720	#af9970	#476f4d	#39331b	#6b201f	#8a6f7c	#ad99ab	#99a76b	#7b7477
photo_joaquin_rosado	15	#cd767b	#b6a668	#867095	#69645a	#bfd0b8	#5d2d1c	#324228	#c788ac	#223b8a	#5e4a49	#6e8a75	#a392a6	#4d731c	#5a3d40	#3c5025
photo_joaquin_rosado	15	#f9f9ff	#9c6f67	#5e5660	#b59b91	#20372a	#d0b354	#e8c746	#989281	#595d2d	#6b7a45	#603e4b	#9b7e79	#4e5c4a	#88913d	#3f5c55
photo_krikit	15	#c6c1eb	#6a6965	#422911	#99a11d	#636dc7	#c2be51	#7e88ab	#6c5618	#7a580e	#210716	#c7b988	#0c2eaa	#a0a720	#4f6584	#6b877d
photo_krikit	15	#cabc20	#e7130e	#3c51be	#c0c9fc	#51503c	#1a2557	#5f89ba	#89654e	#283991	#a0b3bc	#a5c34a	#838d81	#4753a6	#514e35	#485782
photo_krikit	15	#042cb7	#939521	#503811	#970f0a	#ede7e8	#7f8cbb	#576855	#c0b68f	#634c10	#8f8668	#302b62	#484a53	#d02f09	#adb24d	#3d50ac
photo_krikit	15	#8c1a14	#dff3ef	#3653c9	#bdba25	#3f3213	#6d95e9	#664e26	#a7a712	#513523	#86884c	#0427b7	#8f6c4b	#9288b7	#b4adbc	#202212
photo_krikit	15	#322f19	#6070be	#837136	#9db022	#bac5d4	#282c97	#bb6c33	#605329	#1b1e2b	#3b5a90	#50493a	#2d0f18	#8697ad	#becfe0	#7c8331
photo_powi	15	#3e4011	#5499ef	#afb419	#8e5c00	#ecf2f3	#f6b413	#a5c2da	#0f1509	#b56f00	#957562	#534a03	#4383c0	#a8a118	#434614	#879828
photo_powi	15	#d2ddf1	#477dd6	#eebe04	#954604	#475d19	#8d9674	#e9a610	#54a7e6	#6a6236	#1b3d14	#87913d	#a9cad8	#70baee	#b28d12	#579cc9
photo_powi	15	#4870cf	#f2f1e5	#89a415	#d39711	#252804	#a7bff4	#adb51e	#495215	#b77e10	#7f853c	#457ddd	#cdd3ca	#4d1b0f	#f3c009	#65a3f6
photo_powi	15	#d7a00f	#e7e8f5	#4480c5	#84aa0c	#8d6500	#313739	#b97d07	#9a961f	#b28716	#d6c794	#743706	#3f2f37	#9bc1ea	#686236	#8b715c
photo_powi	15	#96ac19	#6da7e8	#99610a	#414009	#dfdddc	#6ca0e2	#885e10	#c7bb4c	#d7dcf6	#63a4e0	#be7f0d	#503b8c	#8db8df	#20340a	#7c6003
photo_radiofreebarton	15	#aa8e7d	#23281d	#ff77c4	#954e3a	#d3ced8	#ec9e6d	#937876	#5f4029	#852e21	#54210f	#fecab0	#562733	#130c1c	#bfc4c4	#7cb081
photo_radiofreebarton	15	#6fb378	#e2333b	#b37e57	#47392b	#ff84c8	#8c2a3e	#a58b78	#ff8c9f	#17241f	#e9dae6	#d8956c	#928c53	#9a3952	#ff56a6	#905644
photo_radiofreebarton	15	#b6704c	#891c2f	#ff8ed6	#131224	#888b62	#888679	#969f83	#f1bf9f	#82421f	#312442	#aa3231	#ea956b	#f954a0	#7d2a5f	#964b3d
photo_radiofreebarton	15	#f085bf	#a8382e	#3d8555	#1a091c	#e7937c	#5c1b33	#b29069	#685151	#b56e74	#8b707e	#2e3712	#4b1e11	#f5559b	#ff7996	#411a0e
photo_radiofreebarton	15	#b8735f	#908963	#a04a3e	#e6e3dd	#221d16	#8a563c	#a43e56	#978682	#e2f2f9	#684e3b	#c37651	#5c545e	#5a5660	#ff88ca	#6ca169
photo_ssdginteriors	15	#310d13	#785734	#383714	#611a15	#c5a57d	#e4a068	#9d8f42	#4b211e	#4c1900	#7c2509	#b5834d	#e9e2cd	#724744	#bba374	#2a0b12
photo_ssdginteriors	15	#9a1917	#beb8ad	#dccd72	#2d2428	#7b6243	#705349	#392019	#595023	#3e3903	#d89b72	#b58758	#ebead9	#553e1c	#5e2e19	#49411a
photo_ssdginteriors	15	#ac2911	#250d01	#45380c	#7e8429	#d6bf93	#858346	#63541d	#b57848	#39290f	#b1865b	#34291e	#897551	#e3a06b	#54331f	#87652c
photo_ssdginteriors	15	#9f2e18	#292105	#cabf9d	#573c14	#978a28	#fff1b4	#362617	#762f00	#ccd866	#9a8c4a	#452307	#90200e	#374b1c	#56560d	#522200
photo_ssdginteriors	15	#7a5a3c	#dca47e	#4a2c1b	#231700	#411f11	#6e4824	#ece1a9	#857e4f	#bfc49f	#9e7c37	#9f4e3b	#e2b57f	#a89681	#5e642e	#130d16
seurat1	15	#593f2a	#c8b663	#7f863a	#68675f	#d7d691	#9a9f6c	#746c17	#9c8036	#7c7739	#6b4626	#f9eea7	#be9a51	#7e522a	#9d8028	#bec5a1
seurat1	15	#92543b	#d8e9aa	#f6e264	#6d5e64	#4c6512	#3b310c	#808d3e	#4b3b43	#6e6e46	#775050	#848e6d	#c7b274	#ddd677	#6c580c	#936a4a
seurat1	15	#bfa437	#969d73	#3c2a53	#a7493d	#547117	#6e6a42	#4f6752	#14281a	#958728	#b38c5d	#f7cd5f	#dbdc98	#c0b788	#966435	#8a583e
seurat1	15	#dfe662	#a8c595	#477316	#826c3b	#7f5860	#60575b	#cfaa80	#473820	#7f8f40	#edeb78	#3c1b14	#a7443d	#95843a	#735725	#785132
seurat1	15	#695346	#cbd88b	#65693a	#948f42	#c9d468	#573823	#60674a	#e6e074	#977c4e	#987467	#bbc595	#463c45	#66670c	#a7b3a1	#897c2a
