macke1	15	#ecedd1	#7a6271	#6c5b51	#a59d5f	#e4d73e	#82a06e	#884e45	#c4b343	#a24e42	#8fa645	#97b1c6	#b7a497	#a18f63	#424363	#dfff61
monet1	15	#698268	#abacc0	#767889	#525370	#645447	#817998	#76978b	#638e68	#4a3e5f	#6e5754	#81899e	#6f694b	#586951	#5e6b73	#5c1e6a
monet1	15	#92aebd	#608448	#4f5480	#6b3f40	#5b7865	#998da6	#6d8364	#9aa2b1	#b3aac3	#572f37	#76874e	#a9a6a2	#5c7689	#6f9394	#d2b316
monet1	15	#5d6b52	#523939	#84809b	#a2a7ac	#49435f	#b3acb5	#4a3843	#5b6049	#5f756c	#776d45	#516569	#4e4c51	#7a8f9c	#625057	#2dbc6d
monet1	15	#9fa5c1	#5b5d83	#61794d	#759e79	#684745	#7b6c49	#908a7d	#818b6b	#9f96a0	#4a3c47	#a9ac99	#608e4d	#3d3867	#647085	#144a90
monet1	15	#6e5e5b	#6f7b61	#58505f	#7d8195	#b5adbd	#6d958d	#786e5f	#a6a3af	#608269	#554c54	#618a57	#462f42	#61728c	#648c5e	#37526d
photo_joaquin_rosado	15	#9a954e	#ab9f99	#2c2e28	#7c696b	#fffffd	#6a4131	#938b74	#9b7746	#5c2a26	#95a3b1	#68625b	#424434	#7a714d	#6d512f	#4b04a4
photo_joaquin_rosado	15	#7d689e	#5f252d	#d8c248	#c9cdb5	#343d1a	#141812	#a8aca3	#948483	#476355	#5a4c6a	#272038	#bb92a1	#814d4c	#837f98	#03b289
photo_joaquin_rosado	15	#837198	#c38381	#bfa74c	#54585b	#c0cca8	#b79a94	#110d15	#baa563	#4a654d	#39441d	#642823	#93706f	#abaca1	#ab966f	#3ffa4f
photo_joaquin_rosado	15	#c0787d	#baaa64	#856ba0	#696163	#c9c9af	#61272c	#364734	#bd979e	#22357a	#555555	#727d83	#90a4a8	#5e6926	#633c45	#bd9116
photo_joaquin_rosado	15	#fbf4f7	#977369	#696564	#a59e8d	#273023	#bda84f	#dbbf45	#99838a	#67582c	#756f47	#664048	#908a79	#524f5c	#8a864a	#86fe9b
photo_krikit	15	#bac8df	#696e59	#45251c	#979f2b	#5b76b6	#b9bd54	#8086b4	#66651c	#6e4c18	#181611	#b2bc86	#0c2eb8	#9faa18	#576d83	#c9600c
photo_krikit	15	#bcc81e	#d5260e	#375cd6	#bbd4ec	#505a34	#252860	#5b7db8	#8a7b54	#2f3284	#aeb4ac	#b4b44b	#868d70	#3e63a2	#42442c	#608a8b
photo_krikit	15	#1838b0	#a6a523	#503217	#940f0f	#e7ecf0	#7d85b0	#61685a	#beb990	#75501a	#838e6a	#1d2a57	#4e555f	#dc2419	#a9b14c	#be1f8e
photo_krikit	15	#950c14	#def0ed	#3858ce	#c0c422	#4b2f15	#6291eb	#734a15	#9baa1a	#454038	#8c8c4f	#1234b5	#836f4f	#8d84b2	#aab5b2	#752e6b
photo_krikit	15	#3a2528	#5879c3	#757435	#a2a929	#aebcd9	#26378d	#c27636	#585d35	#1a2736	#465382	#3d412a	#420c1f	#7f88b0	#b6c9f5	#2a7929
photo_powi	15	#374318	#6299e1	#ab9e1a	#985d0a	#e6e1e7	#eec314	#95b9e6	#151f08	#bb7208	#987d63	#504004	#477dc0	#9f9928	#3d4707	#c44703
photo_powi	15	#d2dee6	#397cd1	#e7c212	#934d0a	#4a6a09	#7d8c78	#daa40e	#689be4	#5c613c	#26340d	#899148	#b2c9e6	#75aae9	#ad8c13	#47e360
photo_powi	15	#4279c6	#e4f3e6	#7f9a19	#db9e09	#213406	#a2bfe4	#a9c61b	#564206	#b76e0b	#7f9b49	#406fcc	#bbc1c2	#3f250c	#ecc51c	#6f2901
photo_powi	15	#de9d0a	#f2e9e2	#427bc2	#88a916	#81680f	#39413c	#bb7607	#9f9719	#a8840a	#d4cb90	#603800	#382641	#9abcec	#5b6639	#cc4da3
photo_powi	15	#969d18	#619fe2	#93640f	#394510	#e8e6ee	#6496ee	#90530e	#b6bf4f	#d9d8e8	#639ed4	#af8911	#5b4591	#99bddc	#28300e	#1fcbad
photo_radiofreebarton	15	#a89676	#2f282e	#f97ec4	#9c3d3b	#cfd8db	#db9c7c	#88827e	#633424	#842e29	#55181c	#e9c0a6	#672535	#17190e	#aebcca	#171a96
photo_radiofreebarton	15	#75a379	#d73d3f	#c37459	#453735	#fe89d0	#832730	#b58875	#fa8292	#203b1f	#e5e7ed	#e99379	#959762	#984158	#fc5890	#243359
photo_radiofreebarton	15	#c67158	#872c36	#ff91dc	#1b180d	#8e935d	#8a7b76	#979a95	#f7b4a8	#833023	#272831	#9c312a	#e09979	#f955a1	#6d3a5f	#fb442f
photo_radiofreebarton	15	#ff77bd	#9c2d32	#4c7949	#20201b	#e1947c	#682337	#b7856d	#66524c	#a56067	#917d83	#222f19	#571a1b	#ff5896	#f37f95	#7e3171
photo_radiofreebarton	15	#bb6e69	#9e976b	#a33544	#e1deeb	#262621	#945844	#b74045	#84777f	#e6e7e9	#5c5233	#c37361	#5b6063	#534b68	#ff89d3	#3e226e
photo_ssdginteriors	15	#211004	#87653f	#3f3321	#6e2514	#d5ae7d	#dfa267	#887f44	#4a2d14	#3d1208	#88210b	#c48250	#f0eeb9	#755834	#bbaa72	#be1c03
photo_ssdginteriors	15	#9f2b0a	#d3be96	#d5d763	#262518	#82633a	#695942	#2a1c0b	#665916	#3b2918	#d7a368	#b08a57	#f9fadf	#4c3e28	#6f3a15	#758ba7
photo_ssdginteriors	15	#a92110	#351912	#562a15	#8a9031	#d2c099	#988a38	#664b22	#b38452	#431a06	#ab8358	#2f2118	#7c6c55	#e3a263	#413d27	#340fc5
photo_ssdginteriors	15	#a3280a	#191309	#d3c1a3	#543014	#8a842a	#f5e8ca	#35200b	#6e2a0e	#dad36e	#8d863b	#3e2711	#83250e	#424328	#5b5812	#d5374b
photo_ssdginteriors	15	#81653e	#d1b179	#513d19	#1a100c	#37190f	#6f3915	#f1eaa5	#8d813d	#d0c29b	#9e7546	#a05f2a	#d6c782	#9b907c	#635f36	#0a1696
seurat1	15	#56472d	#c8c061	#86803c	#795a51	#cecd93	#a5ac5d	#6c5b12	#897f40	#778546	#643622	#e5e3ad	#b19151	#865c1c	#97822d	#662b31
seurat1	15	#9d5034	#e3dcbd	#eddb5e	#796365	#566b24	#2f3714	#8a7c4b	#473f3e	#606a3e	#85474d	#8d846c	#ccb483	#e8e67f	#6c631d	#0c5e62
seurat1	15	#cbb23e	#8d936c	#533f42	#9e5630	#58681e	#5e673a	#5a6756	#1b1f1d	#9d8632	#b69253	#e7da5b	#eae3a7	#aec488	#8e703f	#d40c25
seurat1	15	#eedf61	#b5b7a3	#546219	#8d6747	#736264	#62685a	#c2b07a	#553d1e	#708e3f	#e9e980	#43221c	#93512d	#937944	#67601d	#d8d0ea
seurat1	15	#5e5848	#cbd098	#6e5a38	#8e8f3d	#c6c16b	#584014	#5e5e52	#e4e484	#8c7543	#897e65	#bac383	#40403e	#70681b	#aeb6a3	#4a991d
