#383e52	#594d49	#51453e	#64291d	#9a4d2d	#82754c	#dad7cd	#d5cab6	#aeab61	#e09a4c	#ab9689	#9e9797	#6e879e	#45648f	#5d5f72
#4d2b41	#482b34	#412a1c	#6e2f24	#6c3f2d	#734d3a	#886b3e	#7f7d70	#509489	#99caaf	#bbd0af	#e5dcbb	#bba970	#a7a5ab	#47646c
