#bababa	#896e6e	#dad0cb	#9d9a83	#52524f	#848f83	#2c3332	#617376	#4c525a	#9a939c	#594c5c	#aaa9aa	#866b77	#cbc7c8	#704a51
#4d4d4d	#dbcac8	#a58a6f	#bda238	#cfd1c4	#7a7d73	#acb4a6	#5e685f	#b0c8b7	#647069	#505a5c	#4f4249	#634452	#a6406c	#a56e85
