photo_powi	15	#9b9c1e	#6698e1	#8d5b0e	#36450d	#ede9ec	#639eeb	#974d06	#bbc758	#d8d9e8	#5d96db	#ae8b0d	#634790	#94b3e9	#29300d	#716611
photo_radiofreebarton	15	#a38e72	#2e2628	#fa87bf	#9d4639	#d8d4dd	#ea9e7b	#867a7f	#63342b	#81322c	#561e19	#f4bea2	#632a3b	#171a18	#b7b9c4	#79a673
photo_radiofreebarton	15	#7ba97b	#d03c43	#c07355	#413c35	#ff8ed5	#842530	#b68772	#fc7d97	#24361e	#ebe6ed	#e19c74	#98945c	#93414f	#fb5b94	#93513d
photo_radiofreebarton	15	#c16f58	#872133	#fb92d7	#20191a	#94945a	#837878	#9a9f90	#eebfa2	#863826	#252834	#9d3131	#e5977e	#ff599e	#6d325b	#94503f
photo_radiofreebarton	15	#ff76b6	#a02c2e	#497e49	#191c10	#e39a7a	#602239	#b18a74	#605351	#aa6169	#88767d	#1d3421	#57181c	#fd5a9b	#fd7d91	#371e18
photo_radiofreebarton	15	#b97967	#989266	#a43e3d	#dcdee2	#25221b	#985743	#ad3a51	#84747c	#ebe2ed	#604d33	#bf7358	#5c685f	#534d68	#f989d6	#75af7b
photo_ssdginteriors	15	#1f120d	#82653a	#49301a	#702513	#cdb67b	#dfa661	#94823b	#572f16	#411a05	#7d2007	#b8874f	#f1e8c4	#785536	#bea17b	#170e07
photo_ssdginteriors	15	#9e2507	#cfc09f	#d9d768	#2c2d18	#7a6936	#6a5d3e	#33180f	#63581b	#3f260f	#dca463	#b78e55	#f6f1dc	#463d28	#703f18	#4d3917
photo_ssdginteriors	15	#a22a06	#2c1809	#513416	#8f8a2c	#c9baa3	#8f7e44	#63421a	#b6864e	#441d0c	#b38853	#2e241b	#7b7157	#e1a462	#483c28	#806640
photo_ssdginteriors	15	#9f2607	#1e1103	#cfbd9f	#543110	#8e8429	#f2e7be	#2f150e	#6c290a	#d7d06e	#8a8040	#37260d	#811f09	#483924	#605b1d	#511e05
photo_ssdginteriors	15	#8d6738	#caac7e	#593619	#180d04	#352413	#6e3a14	#f2efa9	#8b8345	#c7bd9b	#946c45	#a76029	#e5c183	#a69177	#625942	#1a1208
seurat1	15	#4b4f29	#d0c265	#897c34	#766050	#cbc996	#9ea95a	#716219	#888248	#7e8b41	#683d18	#efe9a6	#c09456	#8a5b1d	#9a8427	#b6b9a1
seurat1	15	#9c512e	#d5ddb8	#e6d95d	#78625f	#586419	#34301d	#8e7f49	#434840	#606738	#794747	#8e8262	#c8ad7b	#ebe085	#705f1d	#8e6143
seurat1	15	#c4ad3c	#88976c	#4c3c45	#964e2f	#576520	#616240	#586250	#231e12	#92842b	#bd9658	#eedd57	#ece2a2	#bac28a	#8b6541	#7a4943
seurat1	15	#e8d958	#b3b4a3	#556a17	#896444	#746066	#5e6652	#c9b281	#544218	#7d8144	#eae082	#442b20	#9a4d37	#897949	#6b5e1f	#6a543b
seurat1	15	#665242	#cdcb9b	#655d2d	#98893e	#c6c36e	#504718	#576854	#ece184	#8d7f43	#8f7f65	#bdc18e	#3e413b	#716619	#b2b6a3	#96892d
