chikanobu2	15	#1f1c16	#ce2f1a	#d2a374	#6c5f80	#e4dccb	#937452	#3f4682	#c39874	#7c2e27	#c76958	#eec299	#182846	#614b3c	#c9c98c	#cb9330
chikanobu2	15	#1a0d0e	#7d6696	#3f6c20	#d21309	#e0cfb7	#ad84b3	#758b8f	#3e1e1b	#6b6d37	#957455	#bba89e	#12225e	#3181aa	#e37b47	#4c5058
chikanobu2	15	#d11d0e	#e6ac78	#e7decf	#121317	#ae82b4	#47407f	#877a70	#edbd96	#803421	#b5ab9d	#2a302b	#936e56	#3681ad	#406b27	#654b36
chikanobu2	15	#101415	#cf130a	#f0e5eb	#e2a975	#776397	#1c2b4a	#3d1e18	#b91a11	#c7a6b4	#3f4482	#e2d1af	#c3675f	#3382ab	#b33d2d	#e9e2d2
chikanobu2	15	#e0b58f	#151116	#856f81	#eae3ca	#cf280e	#df7c4c	#190c10	#474579	#6b6f3b	#e6861e	#e25c29	#eabb1f	#84994b	#6d8c94	#ca953a
homer1	15	#9d6b4b	#98917d	#2f1e15	#c87041	#d5a064	#be6e46	#7095a5	#643f2e	#a75a38	#913425	#c68761	#81938b	#a86946	#e2a25f	#e0bd98
homer1	15	#6d92ae	#963927	#ab9e7a	#291018	#d9834c	#c1a3a8	#eccf85	#4a3030	#120f0e	#9e6d53	#b17b52	#c36441	#848471	#886252	#a09b89
homer1	15	#e6b85a	#c15e37	#7a2d25	#7491ac	#ae6c46	#9f7e6f	#c47f66	#aa5535	#d78150	#c3a3a9	#bd9d62	#c36c42	#ab997a	#886f4c	#886055
homer1	15	#7794ad	#38131c	#f1c88d	#c95d36	#a8533d	#888a8b	#473130	#b14025	#491f22	#9e764c	#903926	#aa9977	#110a0d	#82412e	#d79360
homer1	15	#c77243	#978d7c	#d5975e	#2c151a	#9f6a4a	#895e50	#33191f	#718ca8	#b78052	#8a563e	#c25e37	#dda86c	#a78a5b	#f6cc85	#e8c19b
macke1	15	#e2ebcf	#9fa064	#f4cc3d	#835e3f	#746671	#724e35	#84a06c	#96692f	#5c473e	#a74a37	#c79551	#acc67c	#d8c895	#676230	#b6a458
macke1	15	#f7ef38	#6b7995	#cf4c34	#6b632e	#f0eaac	#afbd3b	#8a6e59	#9dbdc6	#ceaa46	#acaf8a	#6a522f	#e8ca68	#798844	#939f45	#928c88
macke1	15	#7c5b68	#dde0cb	#414369	#f1ce44	#e5843a	#85a76a	#8b7332	#d19254	#5e443f	#ebcc6c	#687399	#f5f13e	#cb4a39	#6f5336	#8ea546
macke1	15	#dee9cf	#7e5a67	#91a24a	#e28439	#f1d546	#e9ee78	#5d443f	#dac398	#8c8389	#fac12d	#adca79	#8c6861	#824542	#514546	#899f6d
macke1	15	#e6e9d5	#7b676d	#745e4c	#a9a162	#f0d041	#84a070	#874846	#cdae40	#9f4d3a	#92a548	#9abbc3	#b7a09e	#9c9162	#404566	#787959
monet1	15	#6e855c	#a8b0c0	#787c88	#524e69	#6c5448	#7b87a1	#758f8c	#67886a	#423f67	#5f5b59	#7f939c	#706e46	#576c53	#5f7169	#4f5584
monet1	15	#9fa9bb	#678a50	#58587d	#733d3d	#5a7770	#9896a2	#638e6a	#9da5ac	#b6adc3	#57393a	#7f7d58	#a9a9a2	#636d7f	#6b8d90	#939085
monet1	15	#587352	#54353b	#7c849b	#a5aab0	#453d61	#adaebc	#4d3a4c	#65554a	#5d6e70	#706b4b	#515d68	#4e4d50	#7f8b9c	#644d57	#5b4645
monet1	15	#9ea5b5	#535883	#5a764c	#71977f	#6c403e	#716a48	#938e80	#84886d	#968fa5	#4c3147	#a3a49b	#5e8352	#493964	#616f7f	#5a333b
monet1	15	#706950	#6c7d5c	#5d535f	#788390	#b1adc0	#728f8e	#7d715c	#a6a6aa	#578364	#544e5a	#5e8553	#4b374c	#5a6d80	#628b68	#808751
photo_joaquin_rosado	15	#958d54	#a7a198	#2c2721	#7c5e61	#fbf9fd	#633d33	#8f8474	#99704b	#602529	#96a2a8	#69645e	#3e4539	#777152	#695129	#252038
photo_joaquin_rosado	15	#7f7096	#5e2d29	#dbc545	#c5caab	#384018	#12130f	#a6a69e	#98827f	#4c6d53	#5d4f68	#261e38	#b39b9b	#85524f	#877595	#353731
photo_joaquin_rosado	15	#856b93	#bd797c	#c1a948	#4e505b	#cec6b4	#ba949f	#1a1711	#b4ad69	#4d6953	#31461a	#5d2723	#916d6c	#aca9a7	#a69866	#6f6774
photo_joaquin_rosado	15	#b97d7d	#b5a36c	#876b97	#6b625c	#c5c4b3	#5d2e25	#3c4335	#b494a3	#1e3084	#4c5055	#73837d	#999ca8	#616f2a	#5f4445	#32441a
photo_joaquin_rosado	15	#fafff9	#967064	#6a5e68	#a5a489	#2a2b23	#bfad4a	#dabf49	#948a85	#635929	#777552	#684245	#928e76	#4c5356	#8b864a	#4a6a52
photo_krikit	15	#b7cddf	#6f7257	#3e1e17	#9f9f2b	#5373bb	#b0b34f	#8587b5	#656918	#6b4c1d	#190f17	#b9c286	#132ab8	#a4a824	#596b7f	#788b8e
photo_krikit	15	#bcc01c	#d72010	#3257ce	#b0ceeb	#535b34	#2a2f5d	#5b75b3	#877247	#26338b	#acadb1	#b3b855	#858871	#3b5da4	#3f3e2c	#43587e
photo_krikit	15	#1733b6	#a29f25	#4f2d1d	#8f0b12	#dceff1	#7e8cb4	#64645e	#b7c188	#6f4e18	#808b77	#272e5d	#4b4b5a	#d72014	#aeb653	#3a5dab
photo_krikit	15	#960b0e	#e0eaed	#3657c8	#c2bd1b	#512814	#6594e4	#6b491d	#a0a623	#484134	#889050	#0f2ab7	#837351	#8086b0	#a8aeb8	#1b1710
photo_krikit	15	#392f26	#5772bc	#796f38	#a9a621	#aac0d6	#26368a	#cc7938	#585b2f	#242030	#48557f	#414534	#3d131d	#7f83ae	#b6c7eb	#79831f
photo_powi	15	#364314	#6498e2	#a2a81f	#8e610b	#e3ebe8	#ecc718	#99bbe0	#1b1310	#b67409	#947a5f	#4d440e	#4b7ac2	#a29722	#37490a	#83a418
photo_powi	15	#dcddec	#4275cf	#efc216	#94520a	#4b6913	#86917e	#dda40d	#609ee5	#5f663e	#272b09	#889342	#b4c7e5	#78afeb	#b08711	#6599d4
photo_powi	15	#4b7bbe	#f0f3ec	#84a11b	#dea20c	#24340d	#94bae8	#a8be1b	#4b450c	#be7108	#849341	#4274c9	#c0c6c1	#3f200d	#ecc715	#77b0e8
photo_powi	15	#e19e0f	#ecefef	#4778c5	#8aa01d	#84600d	#3e473a	#b47707	#9e9c1c	#b48809	#d6d199	#633101	#352d3b	#9ab9e4	#5d5f3e	#937763
