seurat1	10	#988129	#8e976e	#7d862c	#c09555	#38491c	#dcdab9	#663a14	#343818	#626538	#eeeba6
seurat1	10	#4b384a	#432b1a	#afbaa6	#82611b	#675e1b	#3d4714	#ddbe73	#998b2b	#613e14	#6a503b
seurat1	10	#ebe880	#8e8241	#6e6418	#af8272	#3f471b	#b98739	#bc915b	#e6eba9	#c7cf7c	#885f1a
seurat1	10	#ac7f70	#8d8568	#576354	#534613	#5d6642	#b68c53	#433f3e	#715d20	#b9bd53	#c8ad3e
seurat1	10	#e8eaaa	#786560	#a87b6d	#566650	#9c822c	#5e6742	#251e1b	#848428	#7f4a48	#876b42
seurat1	10	#c5b083	#8e8049	#82601a	#aa826d	#e2e684	#c4ac3d	#b7c28f	#2b3518	#656738	#b4b950
seurat1	10	#3a501c	#c7d07f	#895f24	#e6db5c	#d9dcb4	#b4bc88	#968827	#462a1b	#a7a264	#d6bc71
seurat1	10	#7a8629	#a8a55f	#313217	#8b6421	#6f621f	#514117	#d8bc73	#e5d75e	#954f36	#c7c67c
seurat1	10	#202115	#9b4933	#758b43	#794b45	#422518	#ebe059	#b68637	#906941	#8a794a	#6f5b5f
seurat1	10	#d6dbb4	#b3b656	#836120	#919a73	#b0796c	#43251b	#473d40	#babb8a	#917c61	#ebe587
homer2	10	#655c3e	#8a8443	#c7b968	#444025	#78713c	#756e3f	#d19576	#272a1e	#6a4836	#9b7c4e
homer2	10	#636a41	#7e8c7f	#a3a275	#43463c	#9d7b47	#48372a	#575432	#515137	#8b5630	#bbc6af
homer2	10	#868138	#61653c	#474a36	#505734	#967e4e	#6f7330	#52592c	#7e6c3f	#4a3b2a	#39423d
homer2	10	#cc9179	#6b7261	#7a783d	#523c2f	#9e8048	#624437	#616b29	#889179	#c0bead	#eeecd7
homer2	10	#9b9355	#4b4a39	#42493c	#595d4b	#695a2f	#b5724f	#656b41	#9d9237	#72583b	#303722
homer2	10	#343520	#848446	#475137	#383f26	#7d7f5c	#7c6f44	#90796b	#64663d	#c1bfab	#777344
homer2	10	#bbc2a5	#2d2226	#897e32	#69705c	#524c2d	#76732a	#626642	#ae7450	#6c5d43	#343827
homer2	10	#454d27	#c3b165	#979137	#555c4e	#888445	#68765e	#3b4537	#605c3e	#bbbcae	#715c39
homer2	10	#665a42	#624936	#9a824c	#999950	#656326	#8c7f39	#636539	#b17550	#8a4e36	#89863d
homer2	10	#798458	#3f453f	#787734	#bcc6ae	#a8a18c	#6f583e	#515c49	#5d6227	#e8c2ae	#565339
photo_geomangio	10	#a9a185	#b99082	#5d2d19	#ce847c	#cb5e75	#6f4a33	#784825	#bc4e52	#a85343	#2e3d27
photo_geomangio	10	#a44f43	#c3ae5b	#4f5541	#9d5f30	#7a745b	#879271	#5b2414	#b17e45	#1e160f	#c18a69
photo_geomangio	10	#c68378	#bb4957	#9ba994	#6d4d32	#686151	#c48b6a	#88837a	#85665d	#c1c2b1	#27432e
photo_geomangio	10	#836559	#552f20	#cc8776	#74785e	#dea890	#784a2a	#9b6a4b	#878774	#3f3328	#6d8757
photo_geomangio	10	#d7a698	#1b0e19	#e4e7dd	#aa5145	#be8461	#c68d7f	#455f3a	#7d4229	#5f4a48	#6c4b34
photo_geomangio	10	#b9927f	#806658	#dba498	#9b9f99	#484f3e	#6b5037	#3a1519	#8b887d	#cba856	#35322b
photo_geomangio	10	#986753	#37342c	#9aa496	#be725b	#be8562	#cdab58	#819772	#c24654	#a66359	#594c42
photo_geomangio	10	#9b6650	#59261d	#c3b180	#846a5c	#dde5dc	#797757	#a1602c	#614d43	#293d2e	#785147
photo_geomangio	10	#b66d5a	#9da299	#a6625b	#cbbdac	#28452a	#98845c	#6b8757	#ada688	#c55872	#504f40
photo_geomangio	10	#c2b27e	#66675a	#9b7f5f	#ca8978	#913a1b	#bc9381	#4b5140	#c9a75b	#6d4d33	#5c2814
homer4	10	#695c58	#f0e5e0	#474350	#d2a9a5	#a88880	#906b57	#5e5166	#c7d4e7	#a15c3f	#6d4854
homer4	10	#c4bcc2	#c29295	#b8787b	#abbde0	#966b56	#b59378	#76534a	#e2e2f2	#8b7875	#3f3c37
homer4	10	#b7a4a6	#a85a43	#7f6564	#f0f0f1	#51474a	#afb6bc	#615564	#d2b0ab	#83818f	#2d2e2d
homer4	10	#c69894	#b3937c	#918695	#7e5851	#a4a5ac	#b09198	#86828f	#f8f4ec	#695e56	#d3b9b5
homer4	10	#94787b	#31262d	#3c3b39	#b4b6be	#4b454e	#3e383f	#544a4a	#6f6979	#a05a47	#b67b78
homer4	10	#ba777b	#2f272a	#858294	#baa4ac	#a15b40	#b09493	#82646d	#685958	#adbed8	#4b4154
homer4	10	#6c6d81	#ab9594	#eee5de	#a85745	#b17973	#ae8b7d	#d7d6cf	#a0a0a8	#4d4f54	#453437
homer4	10	#b87f7b	#6d4d54	#926258	#9197b0	#a99ba8	#c4d6e7	#c7bac6	#5f5862	#a89596	#d3b0a3
homer4	10	#a89895	#646563	#44352f	#a27175	#a49ea3	#524044	#f2f2f6	#cfada4	#8c7775	#978794
homer4	10	#564445	#cfc3b8	#b39375	#a6a4a9	#b6a7aa	#4b3031	#3c3843	#a78484	#e5cbc4	#90737a
chikanobu3	10	#988f68	#c8c1a3	#506257	#e9d9ac	#b62d21	#2f2446	#bb6e50	#b54e2e	#974135	#737b5e
chikanobu3	10	#7d6c6c	#727a60	#c8c09e	#a63333	#e1cb96	#655a49	#8e4037	#d77b8a	#959387	#b22e22
chikanobu3	10	#52788b	#7d6b4c	#dcc876	#4b403a	#b14f33	#e0b8a3	#b9978e	#2b2243	#a72d2a	#e5e5e1
chikanobu3	10	#b19a8d	#bc8c5a	#4a4737	#ce4433	#262922	#517887	#aa8b65	#675443	#b94c2e	#16171e
chikanobu3	10	#b59f95	#dc8186	#c3ad82	#cb4429	#e7dbb1	#97966a	#4f6552	#27302b	#bfbfa1	#e7cd8f
chikanobu3	10	#7a6d4d	#2b2828	#354b5c	#953e38	#e1c592	#683d37	#c6c1a1	#cc422f	#dfb69d	#4b5f58
chikanobu3	10	#382d37	#a0352f	#663834	#584058	#737a5d	#302543	#9a6b4b	#b94c2e	#527a85	#be8a5b
chikanobu3	10	#547e8d	#e3c76f	#b22c22	#b98d57	#d47b8a	#6e8e63	#c3c29d	#b24b2f	#846d6f	#b7ae70
chikanobu3	10	#deb89c	#b2998d	#b42823	#816f52	#d2472e	#a38f62	#454238	#b8885a	#bd7057	#517a84
chikanobu3	10	#b39b8e	#2d233c	#816f4e	#b04f31	#c0ac7e	#7d6b6c	#dcb9a3	#c7c7a6	#c08c57	#c8616f
photo_epsos	10	#936c41	#d8bea9	#353d3a	#7e9095	#dd3996	#e7d12a	#99dd61	#ef4082	#631e19	#9d531f
photo_epsos	10	#d3618d	#d48aa9	#412018	#acada5	#3e5f21	#7491b0	#eabfca	#edd82d	#ed63b0	#768171
photo_epsos	10	#f8a703	#ec6e65	#5c676c	#5c442a	#d187aa	#839493	#94693d	#e2ad80	#b5296f	#3d1b19
photo_epsos	10	#dbc4a7	#52686c	#883e44	#7294ba	#671e17	#c08b7c	#de4299	#b72871	#5f9e27	#1e1415
photo_epsos	10	#ee434a	#e0aa7b	#cd6291	#d58ba9	#5e1c14	#374039	#7095b0	#94de61	#a2541e	#7f7977
photo_epsos	10	#b9226f	#3f3f3e	#f0eae6	#962122	#62564d	#ebbac8	#faaa03	#e72126	#809096	#3e1b14
photo_epsos	10	#a7a9a7	#98211d	#f664ae	#c4937e	#e4d226	#ebbaca	#7f7f76	#b72170	#3b383e	#ede9e5
photo_epsos	10	#f468b4	#3f393a	#e1c7a6	#eb3882	#e7bbcb	#e1b07d	#7197b7	#5b9625	#556970	#63422f
photo_epsos	10	#c3947d	#921f22	#e4bdd0	#5e4031	#d686a7	#b0276e	#f14648	#e96d67	#e03d96	#98683f
photo_epsos	10	#a7aba7	#758eb8	#93d959	#2f3f72	#d88ba8	#e4ac81	#d27307	#54656d	#e7e4e0	#c31b48
monet3	10	#ba8c68	#848b40	#21515a	#855047	#a0816f	#aa968e	#426b65	#aa8453	#cc9c8e	#265e22
monet3	10	#ddcba2	#6d6332	#b44e4d	#8ba5a0	#a38a54	#bdaa59	#bb876e	#bf796a	#a27f6d	#6d635a
monet3	10	#72806c	#7a9cb4	#818a47	#2d5d25	#675662	#acc2c3	#3e6e67	#babead	#9f7d6f	#688390
monet3	10	#1d1414	#a9968d	#90a59f	#695461	#407d96	#634d21	#cda391	#8e6b43	#828b40	#bfad58
monet3	10	#d4bfaa	#2f7054	#e4e1d9	#615665	#6f8064	#87913f	#b94f49	#234958	#497a97	#181914
monet3	10	#bd9066	#d2af86	#bf7572	#b88242	#c2ab5a	#e8e9cb	#557138	#235158	#d29c8f	#73856b
monet3	10	#bd7d42	#f0e1c7	#577538	#313154	#5f4926	#b7866e	#c6b15b	#b5c2c6	#7a9aad	#6b6b5a
monet3	10	#bf9137	#587140	#ddd0a3	#a29694	#b87d43	#b8baad	#d7ac86	#bcad5b	#312f53	#b74c48
monet3	10	#896643	#75856c	#ad6b48	#204a52	#7c96b7	#706234	#5c723f	#b9c1ab	#a79c8e	#736658
monet3	10	#a96345	#614c21	#c0786b	#865147	#6b8389	#e1cca4	#224757	#1a1a12	#7699b3	#bdb157
photo_sudeep1106	10	#faa445	#b52503	#f88a59	#d74015	#721600	#fdea60	#b46245	#fff6cb	#361300	#f5aa14
photo_sudeep1106	10	#f48d16	#fdcf80	#b28804	#783a0b	#d33a18	#f87713	#f12d07	#f9c31d	#ffd71c	#d35608
photo_sudeep1106	10	#fd4d1a	#febf1e	#743612	#fda414	#fffed2	#b16a42	#fc9215	#711302	#d91e02	#f56618
photo_sudeep1106	10	#6f1001	#cf7a0e	#f7cf80	#ffcb61	#5b2503	#9b1a05	#b52007	#342d10	#fc8e53	#f8f08c
photo_sudeep1106	10	#101600	#fcec94	#f46114	#f4c323	#f86834	#b03d13	#951700	#f34a16	#fc8d57	#674810
photo_sudeep1106	10	#d0750c	#fbcc86	#f9511c	#7a370f	#fdc85d	#b73c13	#fbb17c	#91370c	#0e2c13	#b46246
photo_sudeep1106	10	#f66936	#6a4a13	#fc5016	#77300f	#d52004	#101201	#532700	#741804	#fdfbd1	#122b11
photo_sudeep1106	10	#b56747	#8c320f	#fff226	#fddf23	#714210	#fc8c59	#f87918	#cb770b	#f86516	#a64f03
photo_sudeep1106	10	#fc5218	#f22f06	#f7ef20	#f99515	#6e490f	#161400	#d62400	#582b00	#f4a41d	#f8683d
photo_sudeep1106	10	#f6911a	#fe803e	#fdc124	#322c0b	#fb6715	#fc895b	#140f03	#f6b377	#f8a64b	#f7ee5b
homer3	10	#fbecb4	#697e96	#7f2912	#311809	#475761	#b3c4a9	#3a311c	#c7b747	#ba6d45	#e3e286
