chikanobu2	30	#1f131f	#c8321c	#db9871	#6d4d8d	#e2d9bc	#a77c48	#364174	#ba9672	#752d27	#ba5a55	#f7c08b	#1c1745	#6c4841	#d3c097	#c78c33	#ed8820	#af75a1	#62988e	#471318	#766f99	#d6d2b9	#64653d	#b5b78d	#141e61	#2b77a9	#e28b5a	#4f596b	#b8482d	#0742f4	#6d82eb
chikanobu2	30	#060a19	#806690	#306b16	#d82304	#d9c5bf	#a181a1	#263637	#906248	#3580b6	#8a2c21	#69584a	#e48e5a	#a08037	#1a2b42	#472e1c	#c11902	#c1ada4	#385274	#c96c56	#c04a30	#dfe7cf	#eef2ef	#495261	#757c31	#f59020	#e66221	#f6bb1a	#909b40	#56db1e	#ad846f
chikanobu2	30	#cd181a	#daa86a	#e7e1d9	#1d180c	#ad8bb8	#deceb8	#42566a	#101f3e	#b5401e	#cac092	#ed7c48	#df5c33	#eead1b	#0d275b	#5c4d38	#c4b39b	#fac0a9	#96cacd	#ce8670	#baa064	#a91f12	#373c73	#a57343	#8b7a6a	#74848d	#ee7b24	#ce725a	#eff6f0	#678a24	#9e9729
chikanobu2	30	#240314	#d22112	#f0e1e1	#e4aa7d	#736b9b	#b95c5a	#e3c19c	#396c1e	#051f54	#535463	#665349	#be98bb	#112c53	#303c1a	#9a737d	#de661c	#f08419	#aaac69	#808c4e	#a2d3c0	#8f4126	#e47d57	#393583	#ad3723	#d29670	#d9c697	#c7a7a7	#2b7aa2	#a511d0	#f9a3b7
chikanobu2	30	#e7a88a	#0c0717	#92648b	#e3d5da	#c83419	#9ecfd7	#416e15	#a61511	#ad9f71	#d6814c	#ba996e	#ebdcc6	#b78ab7	#813416	#d46453	#d8aa6e	#202d48	#eac0a9	#b89d9e	#fbb50e	#3d4d53	#d51a02	#bdabb7	#e45016	#b47f37	#746ba4	#3b3786	#492d10	#3548cc	#e89e5f
homer1	30	#8b6255	#968a78	#301320	#b9623d	#e19a6a	#c36640	#64849f	#5e383b	#b34d2c	#92412b	#ce8c62	#809d89	#9a7337	#f5ae52	#e2c196	#84643f	#c69ea4	#e6cb91	#443725	#180110	#9f7046	#bb7d41	#cf7d5a	#98896b	#9e8e75	#7e615d	#a1a199	#834c2e	#00f87a	#1482b9
homer1	30	#809ea2	#9a361d	#aa9f6e	#210a10	#ce784c	#c8a5a1	#bc8e65	#842720	#ce6345	#95754a	#a94647	#ad7654	#945350	#c67d3c	#8d8186	#563b2b	#a53e26	#53242b	#90765c	#0a1118	#8e472b	#ea8d68	#aaac81	#2c2429	#b48043	#935d38	#c36844	#e8ad6f	#9dcfd0	#f776f4
homer1	30	#f9b252	#d26636	#6b1c30	#7688aa	#b5694d	#d7cc90	#e8c88f	#b77447	#6c5f47	#e3a167	#ae7049	#959185	#8d9790	#7f4534	#e4ad66	#8f6e56	#d27c3e	#8e946a	#e68f4b	#3f1019	#c47965	#603d36	#b63e28	#a88561	#816336	#c4a29d	#982922	#27111f	#48d5a1	#77ec91
homer1	30	#669eb3	#442118	#f6bd8e	#c66c28	#b05e2b	#873b35	#da7a45	#d28058	#110003	#8d7d4a	#887c64	#afa885	#9d663c	#431510	#7f8790	#c5a16a	#6f1c33	#875c38	#6e614d	#a39251	#e1bc55	#7f6257	#843d35	#5c3a29	#e89f5a	#e07846	#ac8f7e	#b76144	#226591	#06cac4
homer1	30	#d57038	#999d7a	#de8669	#261c09	#a66542	#64351e	#db826b	#b4a5a4	#a54b33	#8e262b	#c1673b	#7c8198	#b99255	#d98b46	#da9974	#9d9480	#74251b	#3b182b	#8e644c	#bd512f	#c0794a	#241917	#7d84b2	#3f393a	#e9c59f	#d09965	#b9623b	#a56c4f	#890436	#1edd79
macke1	30	#ece8cc	#9c9f6d	#f7c14e	#78532e	#856464	#5f4b29	#8b9b6b	#82592a	#5d4935	#934c3e	#bd9a4e	#b1c684	#cecc9f	#655a37	#a89d65	#6b6274	#5c7295	#a5bf4a	#88766c	#a2b6c6	#d8bc3f	#b79c9b	#e6cf77	#788e3d	#81b336	#8e837c	#848150	#b29f8c	#b685e9	#a6c85b
