chikanobu1	10	#a99362	#a79597	#657471	#7b6460	#70725c	#a99b74	#3c3743	#906e77	#b7ac9b	#9a705a
chikanobu1	10	#c0b1b2	#433220	#7d7061	#9c8868	#3a3b4f	#c6b39d	#e7e1d3	#d8c297	#6d5e38	#424e55
chikanobu1	10	#786f6e	#a6918d	#344f47	#8c9699	#dadfbf	#a49ca6	#362d29	#cca58d	#3c4548	#b85c34
chikanobu1	10	#aea48d	#5a4a50	#6e6267	#7b4a3d	#514f3c	#e2c4af	#cac399	#3d3a3f	#ebe7be	#d8c4ba
chikanobu1	10	#c6a893	#afbe90	#3f493a	#5e4c51	#7b5856	#4d3d3a	#5b5b57	#c9b299	#856f5c	#ebeccb
chikanobu1	10	#888fa2	#51533c	#45413f	#583a40	#6f5f43	#a9bd94	#b15f49	#79737d	#4a394b	#534449
chikanobu1	10	#ddcbbe	#5f4744	#2a242f	#36363e	#bfd2a3	#605b60	#c4b38a	#97ab91	#35301f	#b4b5a0
chikanobu1	10	#536655	#b45627	#b2a696	#f5f1d6	#a5ad9b	#a6898e	#776c7e	#51504b	#373d2a	#56415a
chikanobu1	10	#8a4637	#626152	#828777	#ab9f87	#ddb690	#a5a59a	#cfc39e	#5c434f	#5b453c	#93978c
chikanobu1	10	#313122	#e1be98	#563b2a	#a48e87	#d5b17c	#90836d	#74606a	#ac5437	#bfa6ac	#aa9677
macke1	10	#b5c83a	#92573f	#faf631	#b4b778	#90712f	#887167	#b7a049	#df9547	#8c7858	#dcc697
macke1	10	#bda459	#974835	#664134	#9d9a65	#85a73f	#494851	#558686	#454868	#729546	#e7852c
macke1	10	#e9bd33	#d54931	#5f5649	#6e903b	#b1ba7d	#75633c	#6b6474	#ba96a0	#695e66	#fffd4d
macke1	10	#9ab5c8	#ab9d9f	#eeac25	#ffe93c	#5a4e41	#ada898	#efcb39	#fcb427	#6a6f6f	#957380
macke1	10	#4f496b	#4a4147	#a34e35	#c39c8b	#785b68	#fcc836	#908497	#c79558	#a9a85e	#525747
macke1	10	#735a5f	#785e60	#44434e	#5b562b	#63808e	#a6ba31	#ffec40	#c2a4a6	#9a808d	#8d7d63
macke1	10	#576134	#a27882	#baa48e	#789241	#a46630	#efda40	#d1ce98	#b2a260	#696f92	#758760
macke1	10	#d9c29b	#ecebb9	#7a5734	#a7c684	#9a8e64	#96767e	#726f5d	#4c443d	#767d40	#8a6f63
macke1	10	#e1ebdc	#7f6262	#ecd94f	#44346a	#dace9f	#414643	#d0924c	#6e4f33	#e19827	#927f85
macke1	10	#845563	#a39c53	#ebdf6f	#6f5030	#5b623a	#7c7731	#ddb938	#5b3c47	#f3d648	#857b81
photo_sudeep1106	10	#9f6243	#971807	#f09b19	#ff6616	#c4650b	#ffaf81	#cd3c14	#8a360b	#49100e	#3e2315
photo_sudeep1106	10	#ffe82e	#041000	#d83020	#c07a07	#94100c	#a82e04	#00260f	#b86b42	#705213	#ff6c1c
photo_sudeep1106	10	#c37e03	#ffce17	#a83e0f	#37280d	#c97b17	#febe18	#ea7c0f	#f8c08e	#f4813b	#a20e00
photo_sudeep1106	10	#9b460b	#9f3f14	#ff9b69	#840c00	#141709	#fe6213	#ce311e	#ab6202	#c41208	#b25e3f
photo_sudeep1106	10	#f23009	#b5654b	#ffad71	#581805	#ff640e	#c64506	#c74814	#ffba60	#f9af4b	#e87f39
photo_sudeep1106	10	#681708	#f99010	#380000	#ffe898	#cc5119	#e04b25	#85100c	#fe874f	#f8c37a	#9e3008
photo_sudeep1106	10	#ffc376	#f7c067	#ad8907	#382203	#a96f0e	#994305	#f89221	#ffd521	#b53c0c	#fc791f
photo_sudeep1106	10	#fe6023	#5e2d06	#4e2009	#262507	#f8ac4a	#f98e0e	#fded15	#b96149	#cf1408	#f0300f
