#935b55	#7b5a56	#784f3a	#775239	#d6701e	#968a6b	#c4b078	#d2c590	#85887e	#2bb865	#64d1a9	#4c7c7f	#465d63	#376e91	#51a4de	#84aacd	#354c65	#5c7eaa	#516b8f	#78323b
#7a6565	#966864	#948d8a	#5f5649	#a59f96	#aea492	#babab1	#9b9d8c	#4d98ab	#4e7385	#75a5c9	#a2c0d9	#5b6c7b	#4a77bb	#5571ad	#5671ae	#2b2840	#322231	#703e43	#756263
