#544b55	#222227	#41302e	#763844	#af273f	#c6212a	#c25b4d	#a8594a	#ab6d62	#c2a387	#a68b6e	#8b832e	#c4b933	#9cc442	#50ae6a	#84cbc0	#49b6b4	#70b5cc	#a3a6b0	#30769e
#36465e	#3c3b30	#342e29	#4a3532	#5e6645	#d99bb0	#cd9147	#86624c	#a07963	#e0b689	#d69943	#708665	#c4c86c	#799324	#72925e	#73a195	#2cbcbd	#7bc3dc	#64897f	#55686f
