#372f4c	#3b454d	#3c4b41	#324d4b	#2a4b69	#47586a	#537b70	#d54746	#e25340	#c36f3e	#cf6967	#649888	#48af97	#99b8bd	#d3ad6d	#62c88e	#c6bb9f	#b3cb7f	#d6d576	#e4ceda
#2c323c	#504554	#7a4c3b	#a62452	#4b693e	#c13f30	#4d774f	#4a7a73	#89816b	#e26749	#8d919f	#979d9e	#60b39b	#49b98b	#a4b756	#7fbf9b	#daaf1c	#b1c176	#acc78b	#c4c844
