#b4bab3	#7a8576	#3b3d3c	#8b6169	#6aa6b2	#c9dbd7	#e46c69	#74aaae	#ac3c37	#a6aa9a	#cbd368	#962234	#5d7453	#6e9da1	#794654	#814364	#c9a283	#c39525	#4f5558	#c85437
#a3919f	#a96e26	#48433f	#c49599	#56a1c5	#8bcddd	#ca7753	#80c8cc	#934f2d	#adad93	#c7a751	#953124	#598e74	#8b9da9	#77404f	#72394b	#c68c63	#b99424	#6582a8	#e5242c
